金额,商品,支付时间,地点,商品大类,商品二级类
3.5,王老吉（罐）,2017/4/14 21:40,C,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/14 21:53,B,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/4/14 21:55,D,饮料,碳酸饮料
1.5,小鱼仔,2017/4/14 21:55,E,非饮料,海味零食
5.0,500ml统一阿萨姆奶茶,2017/4/14 21:56,E,饮料,茶饮料
3.5,芬达330ml,2017/4/14 21:56,E,饮料,碳酸饮料
4.5,80g香飘飘椰果奶茶原味,2017/4/14 22:00,A,饮料,茶饮料
2.0,85g新麦潮手撕面包（提子味）,2017/4/14 22:25,C,非饮料,饼干糕点
3.0,果粒橙,2017/4/14 22:25,C,饮料,果蔬饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/14 22:25,E,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/4/14 22:30,D,饮料,乳制品
4.5,脉动,2017/4/14 23:32,C,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/4/15 00:43,B,饮料,乳制品
3.5,600ml雪碧,2017/4/15 01:38,A,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/15 03:03,A,非饮料,肉干/豆制品/蛋
4.5,52g旺旺仙贝,2017/4/15 04:05,B,非饮料,膨化食品
4.5,500ml加多宝,2017/4/15 05:02,C,饮料,茶饮料
1.8,600ml雪碧,2017/4/15 06:00,A,饮料,碳酸饮料
4.5,250ml燕塘甜牛奶,2017/4/15 06:01,B,饮料,乳制品
4.0,450ml美汁源果粒橙,2017/4/15 06:02,E,饮料,果蔬饮料
3.5,冰糖雪梨,2017/4/15 06:02,E,饮料,果蔬饮料
1.5,40g双汇玉米热狗肠,2017/4/15 06:04,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/15 08:08,D,饮料,水
4.0,王老吉（罐）,2017/4/15 08:41,B,饮料,茶饮料
3.0,果粒橙,2017/4/15 08:42,E,饮料,果蔬饮料
1.5,鸭翅,2017/4/15 08:44,E,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/4/15 10:20,E,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/15 10:58,B,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/4/15 11:37,A,饮料,茶饮料
3.0,熊字饼,2017/4/15 11:39,E,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/15 11:51,C,饮料,茶饮料
5.0,脉动,2017/4/15 12:17,C,饮料,功能饮料
4.0,营养快线,2017/4/15 12:29,D,饮料,乳制品
3.0,雪碧最新款,2017/4/15 12:35,D,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/4/15 12:49,E,饮料,方便速食
4.0,果粒橙,2017/4/15 12:54,E,饮料,果蔬饮料
3.0,劲仔小鱼（卤香味）,2017/4/15 12:54,E,非饮料,肉干/豆制品/蛋
2.0,伊利优酸乳,2017/4/15 13:20,A,饮料,乳制品
3.0,熊字饼,2017/4/15 13:41,E,非饮料,饼干糕点
4.0,银鹭八宝粥,2017/4/15 14:37,A,饮料,方便速食
3.5,东鹏特饮,2017/4/15 14:51,E,饮料,功能饮料
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/4/15 14:53,E,非饮料,膨化食品
4.0,熊字饼,2017/4/15 14:53,E,非饮料,饼干糕点
3.0,统一冰红茶,2017/4/15 14:54,E,饮料,茶饮料
3.0,果粒橙,2017/4/15 14:56,A,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/15 15:02,D,饮料,功能饮料
1.0,小鱼仔,2017/4/15 15:04,B,非饮料,海味零食
2.5,30g无穷农场盐_鸡蛋,2017/4/15 15:05,E,非饮料,肉干/豆制品/蛋
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/15 15:06,D,饮料,咖啡
3.0,果粒橙,2017/4/15 15:13,E,饮料,果蔬饮料
3.0,怡宝纯净水,2017/4/15 15:33,B,饮料,水
3.0,250ml维他原味豆奶,2017/4/15 15:50,E,饮料,植物蛋白
3.5,东鹏特饮,2017/4/15 15:55,A,饮料,功能饮料
4.5,燕塘甜牛奶,2017/4/15 15:57,C,饮料,乳制品
5.8,100g卫龙点心面黑椒牛排味,2017/4/15 15:58,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/15 16:09,C,饮料,水
3.0,怡宝,2017/4/15 16:20,C,饮料,水
2.0,怡宝纯净水,2017/4/15 16:28,D,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/4/15 16:41,B,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/4/15 16:48,E,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/4/15 16:49,E,非饮料,方便速食
3.5,芬达330ml,2017/4/15 16:49,E,饮料,碳酸饮料
4.0,王老吉（罐）,2017/4/15 16:57,C,饮料,茶饮料
4.0,王老吉（500ml）,2017/4/15 17:04,E,饮料,茶饮料
1.5,鸭翅,2017/4/15 17:29,E,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/4/15 17:39,E,饮料,碳酸饮料
5.0,阿萨姆奶茶,2017/4/15 17:39,E,饮料,茶饮料
2.0,怡宝,2017/4/15 17:48,A,饮料,水
1.0,小鱼仔,2017/4/15 17:49,D,非饮料,海味零食
5.0,营养快线,2017/4/15 17:52,C,饮料,乳制品
3.5,统一冰红茶,2017/4/15 17:53,C,饮料,茶饮料
3.0,卫龙大面筋,2017/4/15 17:59,D,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/15 18:02,B,饮料,茶饮料
5.0,阿萨姆奶茶,2017/4/15 18:13,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/15 18:18,E,饮料,茶饮料
2.5,85g新麦潮北海道吐司,2017/4/15 18:33,E,非饮料,饼干糕点
5.0,脉动,2017/4/15 18:33,E,饮料,功能饮料
7.5,225g味之不规则饼干芝士味,2017/4/15 18:36,E,非饮料,饼干糕点
3.5,维他柠檬茶,2017/4/15 19:48,C,饮料,茶饮料
3.0,怡宝,2017/4/15 19:51,C,饮料,水
5.0,王老吉（500ml）,2017/4/15 19:58,C,饮料,茶饮料
2.0,怡宝,2017/4/15 20:00,A,饮料,水
4.0,统一冰红茶,2017/4/15 20:43,C,饮料,茶饮料
34.0,188g澳门永辉鸡仔饼,2017/4/15 20:53,C,非饮料,饼干糕点
4.0,营养快线,2017/4/15 21:04,D,饮料,乳制品
2.0,怡宝,2017/4/15 21:06,A,饮料,水
3.0,果粒橙,2017/4/15 21:20,B,饮料,果蔬饮料
3.0,卫龙大面筋,2017/4/15 21:26,E,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/4/15 22:21,D,饮料,功能饮料
2.5,85g新麦潮北海道吐司,2017/4/15 22:48,E,非饮料,饼干糕点
5.0,145ml旺仔牛奶盒装,2017/4/15 23:17,A,饮料,乳制品
5.5,70g乐事薯片（黄瓜味）,2017/4/16 01:06,E,非饮料,膨化食品
3.0,250ml维他奶低糖原味,2017/4/16 01:08,E,饮料,植物蛋白
5.0,阿萨姆奶茶,2017/4/16 01:36,C,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/4/16 01:42,A,饮料,乳制品
2.5,250ml维他奶巧克力味,2017/4/16 02:34,E,饮料,植物蛋白
4.0,阿萨姆奶茶,2017/4/16 07:53,D,饮料,茶饮料
3.0,怡宝,2017/4/16 08:08,C,饮料,水
4.0,营养快线,2017/4/16 08:51,E,饮料,乳制品
3.0,雪碧330ml,2017/4/16 08:58,E,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/16 09:00,D,饮料,功能饮料
3.0,怡宝纯净水,2017/4/16 09:05,B,饮料,水
3.5,雪碧330ml,2017/4/16 09:07,C,饮料,碳酸饮料
3.0,卫龙大面筋,2017/4/16 09:20,D,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/4/16 09:21,B,饮料,茶饮料
4.0,统一冰红茶,2017/4/16 11:08,B,饮料,茶饮料
5.5,85g统一老坛酸菜牛肉面,2017/4/16 11:38,C,非饮料,方便速食
4.0,统一冰红茶,2017/4/16 11:47,C,饮料,茶饮料
3.5,东鹏特饮,2017/4/16 11:56,E,饮料,功能饮料
3.0,可口可乐最新款,2017/4/16 12:02,C,饮料,碳酸饮料
3.5,可口可乐330ml,2017/4/16 12:08,C,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/4/16 12:09,B,饮料,茶饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/16 12:09,C,非饮料,肉干/豆制品/蛋
36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/4/16 12:10,E,非饮料,饼干糕点
3.0,芬达330ml,2017/4/16 12:16,E,饮料,碳酸饮料
1.2,手撕素肉排,2017/4/16 12:17,B,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/4/16 12:17,E,饮料,茶饮料
3.0,熊字饼,2017/4/16 12:25,E,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/16 12:26,D,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/16 12:26,E,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/4/16 12:29,C,饮料,茶饮料
1.5,香豆干,2017/4/16 12:31,C,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/4/16 12:33,D,饮料,茶饮料
4.0,营养快线,2017/4/16 12:34,D,饮料,乳制品
4.8,150抽诗竹竹纤维面巾纸,2017/4/16 12:37,E,非饮料,纸巾
3.0,250ml维他原味豆奶,2017/4/16 12:38,C,饮料,植物蛋白
5.0,脉动,2017/4/16 13:40,C,饮料,功能饮料
6.0,红牛,2017/4/16 13:41,D,饮料,功能饮料
1.2,10g卫龙亲嘴烧香辣味,2017/4/16 13:41,E,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/16 14:15,A,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/4/16 14:23,B,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/16 14:52,A,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/16 14:52,C,饮料,果蔬饮料
3.0,伊利优酸乳,2017/4/16 14:54,C,饮料,乳制品
2.0,怡宝纯净水,2017/4/16 15:10,D,饮料,水
3.0,雪碧（500ml）,2017/4/16 15:28,E,饮料,碳酸饮料
4.0,营养快线,2017/4/16 15:33,D,饮料,乳制品
2.5,伊利优酸乳,2017/4/16 15:34,A,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/4/16 15:57,D,非饮料,膨化食品
3.0,250ml维他奶低糖原味,2017/4/16 15:58,E,饮料,植物蛋白
2.5,30g无穷农场盐_鸡蛋,2017/4/16 16:09,B,非饮料,肉干/豆制品/蛋
6.5,148g富甲一方紫薯仔,2017/4/16 16:17,B,非饮料,蜜饯/果干
4.0,银鹭八宝粥,2017/4/16 16:19,A,饮料,方便速食
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/16 16:22,A,非饮料,饼干糕点
7.0,泰奇八宝粥,2017/4/16 16:24,C,非饮料,方便速食
3.5,东鹏特饮,2017/4/16 16:30,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/16 16:30,B,饮料,茶饮料
3.0,熊字饼,2017/4/16 16:30,C,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/4/16 16:51,D,饮料,茶饮料
5.0,脉动,2017/4/16 16:52,C,饮料,功能饮料
4.0,营养快线,2017/4/16 16:53,B,饮料,乳制品
1.5,45g双汇泡面拍挡,2017/4/16 16:54,D,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/16 16:57,C,饮料,水
1.0,小鱼仔,2017/4/16 16:58,D,非饮料,海味零食
3.0,雪碧最新款,2017/4/16 17:11,D,饮料,碳酸饮料
3.0,统一冰红茶,2017/4/16 17:25,B,饮料,茶饮料
4.0,王老吉（罐）,2017/4/16 17:25,E,饮料,茶饮料
5.5,130g果王玉带蚕豆,2017/4/16 17:28,C,非饮料,坚果炒货
5.0,500ml统一阿萨姆奶茶,2017/4/16 17:33,A,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/16 17:35,C,非饮料,肉干/豆制品/蛋
4.5,68g好丽友蛋黄派2枚,2017/4/16 17:38,E,非饮料,饼干糕点
3.0,40g双汇玉米热狗肠,2017/4/16 17:40,E,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/4/16 17:45,C,饮料,茶饮料
3.5,冰糖雪梨,2017/4/16 17:45,E,饮料,果蔬饮料
4.5,50g双层百力滋特浓番茄味,2017/4/16 17:46,E,非饮料,饼干糕点
3.5,统一绿茶,2017/4/16 17:46,E,饮料,茶饮料
3.5,东鹏特饮,2017/4/16 17:47,A,饮料,功能饮料
4.5,40g乐事薯片黄瓜味,2017/4/16 17:47,E,非饮料,膨化食品
4.0,脉动,2017/4/16 17:47,E,饮料,功能饮料
3.5,东鹏特饮,2017/4/16 17:48,B,饮料,功能饮料
6.5,250ml红牛,2017/4/16 17:51,A,饮料,功能饮料
5.0,王老吉（500ml）,2017/4/16 17:53,C,饮料,茶饮料
3.5,东鹏特饮,2017/4/16 17:54,E,饮料,功能饮料
3.5,芬达330ml,2017/4/16 18:01,E,饮料,碳酸饮料
1.6,2g韩国海牌海苔,2017/4/16 18:02,E,非饮料,海味零食
3.0,70g乖媳妇野山泡椒凤爪,2017/4/16 18:02,E,非饮料,肉干/豆制品/蛋
3.5,统一冰红茶,2017/4/16 18:02,E,饮料,茶饮料
3.0,怡宝纯净水,2017/4/16 18:05,C,饮料,水
5.0,脉动,2017/4/16 18:18,C,饮料,功能饮料
3.5,统一绿茶,2017/4/16 18:46,C,饮料,茶饮料
3.0,可口可乐330ml,2017/4/16 18:52,E,饮料,碳酸饮料
4.0,55g奥利奥原味芝士饼干,2017/4/16 18:56,E,非饮料,饼干糕点
3.0,劲仔小鱼（麻辣味）,2017/4/16 18:57,A,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/16 19:22,C,饮料,水
3.0,怡宝纯净水,2017/4/16 20:05,B,饮料,水
1.5,鸭翅,2017/4/16 20:37,E,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/16 21:08,C,饮料,茶饮料
3.0,果粒橙,2017/4/16 22:08,E,饮料,果蔬饮料
4.5,52g旺旺仙贝,2017/4/16 22:35,A,非饮料,膨化食品
4.0,脉动,2017/4/16 22:36,A,饮料,功能饮料
3.5,王老吉（罐）,2017/4/16 22:36,E,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/4/16 22:39,E,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/16 23:32,B,饮料,水
4.5,阿萨姆奶茶,2017/4/17 00:07,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/17 00:08,A,饮料,茶饮料
4.0,脉动,2017/4/17 00:08,B,饮料,功能饮料
4.0,银鹭八宝粥,2017/4/17 00:49,E,饮料,方便速食
4.0,55g奥利奥原味芝士饼干,2017/4/17 01:39,E,非饮料,饼干糕点
3.0,58.5g钙芝奶酪味高钙威化饼干,2017/4/17 01:42,A,非饮料,饼干糕点
4.5,250ml燕塘原味酸奶,2017/4/17 04:32,A,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/4/17 07:59,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/4/17 08:06,B,饮料,茶饮料
4.5,王老吉（500ml）,2017/4/17 08:06,E,饮料,茶饮料
8.0,越南LIPO奶味面包干100g,2017/4/17 08:11,A,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/4/17 08:14,A,非饮料,肉干/豆制品/蛋
3.0,可口可乐最新款,2017/4/17 08:18,C,饮料,碳酸饮料
5.0,脉动,2017/4/17 08:24,C,饮料,功能饮料
4.5,脉动,2017/4/17 08:25,C,饮料,功能饮料
6.0,红牛,2017/4/17 08:26,A,饮料,功能饮料
4.0,王老吉（罐）,2017/4/17 08:27,B,饮料,茶饮料
5.5,205g伊利安慕希原味,2017/4/17 08:28,D,饮料,乳制品
5.0,营养快线,2017/4/17 08:29,B,饮料,乳制品
3.5,东鹏特饮,2017/4/17 08:29,E,饮料,功能饮料
3.5,王老吉（罐）,2017/4/17 08:30,C,饮料,茶饮料
1.5,12g劲仔小鱼麻辣味,2017/4/17 08:30,E,非饮料,肉干/豆制品/蛋
3.5,可口可乐330ml,2017/4/17 08:41,B,饮料,碳酸饮料
3.0,果粒橙,2017/4/17 08:47,D,饮料,果蔬饮料
6.0,红牛,2017/4/17 08:54,E,饮料,功能饮料
3.0,怡宝纯净水,2017/4/17 08:55,C,饮料,水
5.0,王老吉（500ml）,2017/4/17 09:01,C,饮料,茶饮料
4.0,统一冰红茶,2017/4/17 09:02,C,饮料,茶饮料
3.0,雪碧最新款,2017/4/17 09:09,B,饮料,碳酸饮料
2.0,145ml旺仔牛奶盒装,2017/4/17 09:34,E,饮料,乳制品
10.0,口味王槟榔（绿）,2017/4/17 09:41,A,非饮料,蜜饯/果干
6.0,红牛,2017/4/17 10:02,D,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/17 10:04,D,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/4/17 10:06,C,非饮料,蜜饯/果干
3.0,芬达330ml,2017/4/17 10:07,E,饮料,碳酸饮料
7.0,合味道（海鲜风味）,2017/4/17 10:23,D,非饮料,方便速食
3.0,熊字饼,2017/4/17 10:30,D,非饮料,饼干糕点
5.0,脉动,2017/4/17 10:36,C,饮料,功能饮料
4.0,王老吉（罐）,2017/4/17 10:37,B,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/4/17 10:38,C,饮料,茶饮料
4.5,600ml脉动青柠,2017/4/17 10:40,C,饮料,功能饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/17 10:44,E,非饮料,饼干糕点
3.5,芬达330ml,2017/4/17 10:44,E,饮料,碳酸饮料
4.0,果粒橙,2017/4/17 10:45,B,饮料,果蔬饮料
5.0,脉动,2017/4/17 11:40,C,饮料,功能饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/17 11:48,D,非饮料,肉干/豆制品/蛋
8.0,80g四洲粟一烧烧烤味,2017/4/17 11:50,B,非饮料,膨化食品
4.0,统一绿茶,2017/4/17 12:01,C,饮料,茶饮料
3.0,怡宝纯净水,2017/4/17 12:06,B,饮料,水
3.5,维他柠檬茶,2017/4/17 12:12,D,饮料,茶饮料
3.5,丽芝士纳宝帝奶酪威化饼干,2017/4/17 12:14,C,非饮料,饼干糕点
3.0,250ml维他原味豆奶,2017/4/17 12:15,E,饮料,植物蛋白
4.0,熊字饼,2017/4/17 12:21,B,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/17 12:22,A,非饮料,肉干/豆制品/蛋
8.0,乐事薯片（青柠）,2017/4/17 12:22,E,非饮料,膨化食品
4.0,统一冰红茶,2017/4/17 12:22,E,饮料,茶饮料
3.0,统一冰红茶,2017/4/17 12:28,C,饮料,茶饮料
3.0,茉莉蜜茶,2017/4/17 12:28,E,饮料,茶饮料
1.0,香豆干,2017/4/17 12:31,A,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/4/17 13:05,D,饮料,茶饮料
3.0,统一绿茶,2017/4/17 13:05,E,饮料,茶饮料
4.0,营养快线,2017/4/17 13:07,E,饮料,乳制品
1.5,鸭翅,2017/4/17 13:15,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/4/17 13:25,E,饮料,乳制品
10.5,37.5g费列罗榛果威化巧克力3颗,2017/4/17 13:26,E,非饮料,糖果/巧克力
2.4,20g咪咪虾条马来西亚风味,2017/4/17 13:27,B,非饮料,膨化食品
3.0,70g乖媳妇野山泡椒凤爪,2017/4/17 13:32,B,非饮料,肉干/豆制品/蛋
10.0,口味王槟榔（绿）,2017/4/17 14:02,D,非饮料,蜜饯/果干
5.0,85g统一老坛酸菜牛肉面,2017/4/17 14:28,C,非饮料,方便速食
4.0,脉动,2017/4/17 14:50,D,饮料,功能饮料
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/4/17 14:54,B,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/4/17 14:57,E,饮料,茶饮料
3.0,果粒橙,2017/4/17 15:15,D,饮料,果蔬饮料
5.0,营养快线,2017/4/17 15:27,B,饮料,乳制品
3.0,40g双汇玉米热狗肠,2017/4/17 15:35,C,非饮料,肉干/豆制品/蛋
1.5,45g双汇泡面拍挡,2017/4/17 15:37,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/4/17 15:38,C,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/17 15:54,C,饮料,茶饮料
6.0,雀巢咖啡,2017/4/17 15:55,D,饮料,咖啡
3.0,怡宝纯净水,2017/4/17 15:58,B,饮料,水
3.0,250ml维他柠檬茶,2017/4/17 16:01,D,饮料,茶饮料
1.8,32g卫龙亲嘴烧川香味,2017/4/17 16:04,B,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/17 16:19,B,饮料,茶饮料
3.0,可口可乐最新款,2017/4/17 16:22,D,饮料,碳酸饮料
5.0,营养快线,2017/4/17 16:25,C,饮料,乳制品
4.0,银鹭八宝粥,2017/4/17 16:40,E,饮料,方便速食
3.0,40g双汇玉米热狗肠,2017/4/17 16:46,E,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/4/17 16:46,E,饮料,茶饮料
5.0,阿萨姆奶茶,2017/4/17 16:53,C,饮料,茶饮料
3.0,250ml维他奶巧克力味,2017/4/17 16:54,A,饮料,植物蛋白
3.0,卫龙大面筋,2017/4/17 16:59,D,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/4/17 17:07,B,饮料,水
6.0,雀巢咖啡,2017/4/17 17:16,D,饮料,咖啡
4.5,阿萨姆奶茶,2017/4/17 17:27,C,饮料,茶饮料
5.0,110g顺宝九制话梅,2017/4/17 17:39,E,非饮料,蜜饯/果干
2.0,双汇玉米热狗肠,2017/4/17 17:40,C,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/4/17 17:41,C,非饮料,肉干/豆制品/蛋
2.0,怡宝矿泉水,2017/4/17 17:41,E,饮料,水
4.5,78g卫龙亲嘴语辣条,2017/4/17 17:53,A,非饮料,肉干/豆制品/蛋
6.0,160g盼盼手撕面包,2017/4/17 17:56,E,非饮料,饼干糕点
3.5,芬达330ml,2017/4/17 17:56,E,饮料,碳酸饮料
1.2,手撕素肉排,2017/4/17 17:58,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/17 17:58,B,饮料,水
2.8,乖媳妇野山椒风爪,2017/4/17 18:00,E,非饮料,肉干/豆制品/蛋
18.0,260g马来西亚进口茱蒂丝口口香饼干,2017/4/17 18:03,C,非饮料,饼干糕点
6.0,86g合味道海鲜风味,2017/4/17 18:12,D,非饮料,方便速食
2.0,鸭翅,2017/4/17 18:13,B,非饮料,肉干/豆制品/蛋
3.5,统一冰红茶,2017/4/17 18:13,E,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/4/17 18:14,B,非饮料,肉干/豆制品/蛋
3.5,可口可乐330ml,2017/4/17 18:22,C,饮料,碳酸饮料
2.0,怡宝纯净水,2017/4/17 18:26,D,饮料,水
6.5,430g泰奇八宝粥,2017/4/17 18:38,D,非饮料,方便速食
4.0,阿萨姆奶茶,2017/4/17 18:39,C,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/17 18:39,E,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/4/17 18:40,C,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/4/17 18:41,C,饮料,茶饮料
4.0,营养快线,2017/4/17 18:41,E,饮料,乳制品
2.0,怡宝纯净水,2017/4/17 18:47,A,饮料,水
6.0,红牛,2017/4/17 19:18,A,饮料,功能饮料
5.5,205g伊利安慕希原味,2017/4/17 19:20,D,饮料,乳制品
4.5,40g乐事薯片黄瓜味,2017/4/17 19:22,A,非饮料,膨化食品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/17 19:58,A,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/4/17 20:04,A,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/4/17 20:05,E,饮料,乳制品
4.0,统一绿茶,2017/4/17 20:06,C,饮料,茶饮料
3.5,统一绿茶,2017/4/17 20:12,C,饮料,茶饮料
3.5,王老吉（罐）,2017/4/17 20:23,E,饮料,茶饮料
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/17 20:51,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/4/17 20:51,B,饮料,水
4.5,燕塘红枣牛奶,2017/4/17 21:16,E,饮料,乳制品
1.5,鸭翅,2017/4/17 21:32,E,非饮料,肉干/豆制品/蛋
3.0,12g劲仔小鱼麻辣味,2017/4/17 21:55,D,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/17 22:10,D,饮料,果蔬饮料
4.5,600ml脉动青柠,2017/4/17 22:19,A,饮料,功能饮料
12.0,250ml维他椰子植物蛋白饮料,2017/4/17 22:26,A,饮料,植物蛋白
6.5,250ml红牛,2017/4/17 23:10,E,饮料,功能饮料
1.8,32g卫龙亲嘴烧,2017/4/17 23:47,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/4/18 00:11,B,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/4/18 00:47,A,饮料,果蔬饮料
6.0,13g无穷烤鸡小腿蜂蜜味,2017/4/18 01:42,E,非饮料,肉干/豆制品/蛋
6.0,268ml雀巢咖啡丝滑拿铁,2017/4/18 01:43,B,饮料,咖啡
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/4/18 01:44,C,非饮料,膨化食品
3.0,统一绿茶,2017/4/18 05:14,D,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/18 05:47,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/4/18 06:09,B,非饮料,肉干/豆制品/蛋
2.4,20g咪咪虾条马来西亚风味,2017/4/18 07:21,D,非饮料,膨化食品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/18 07:50,B,非饮料,肉干/豆制品/蛋
5.0,脉动（青柠）,2017/4/18 07:53,E,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/18 07:57,D,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/4/18 08:27,A,饮料,茶饮料
3.0,怡宝纯净水,2017/4/18 09:00,B,饮料,水
10.0,口味王槟榔（绿）,2017/4/18 09:02,E,非饮料,蜜饯/果干
4.5,250ml燕塘甜牛奶,2017/4/18 11:25,C,饮料,乳制品
3.5,王老吉（罐）,2017/4/18 11:27,E,饮料,茶饮料
0.6,20g咪咪虾条马来西亚风味,2017/4/18 11:39,B,非饮料,膨化食品
5.0,营养快线,2017/4/18 11:44,B,饮料,乳制品
4.5,500ml营养快线原味,2017/4/18 11:51,C,饮料,乳制品
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/4/18 11:57,E,非饮料,肉干/豆制品/蛋
1.8,10g卫龙亲嘴烧香辣味,2017/4/18 11:58,D,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/4/18 12:05,C,饮料,水
4.5,脉动,2017/4/18 12:09,C,饮料,功能饮料
5.0,脉动,2017/4/18 12:22,C,饮料,功能饮料
